time,learning_rate,step,loss,accuracy
27.35571026802063,0.001,1,3.6545403,0.07
34.41916012763977,0.001,2,3.3599885,0.08
41.514222383499146,0.001,3,3.2555923,0.08
48.62887644767761,0.001,4,3.1737058,0.08
55.59511661529541,0.001,5,2.9018023,0.07
62.71508431434631,0.001,6,2.8317735,0.08
69.85134601593018,0.001,7,2.7268314,0.1
77.05120706558228,0.001,8,2.656606,0.12
84.20502018928528,0.001,9,2.6425614,0.11
91.35464286804199,0.001,10,2.6127572,0.15
98.49211072921753,0.001,11,2.5830798,0.15
105.67055916786194,0.001,12,2.4535952,0.15
112.83709669113159,0.001,13,2.5098543,0.18
119.97091555595398,0.001,14,2.4318573,0.17
127.05371975898743,0.001,15,2.448704,0.19
134.15197324752808,0.001,16,2.4320114,0.18
141.282940864563,0.001,17,2.4661088,0.17
148.51122546195984,0.001,18,2.4323125,0.19
155.64784860610962,0.001,19,2.4047642,0.19
162.79182720184326,0.001,20,2.3573158,0.18
169.99408435821533,0.001,21,2.3836896,0.16
177.07681560516357,0.001,22,2.3970292,0.16
184.2175633907318,0.001,23,2.3451939,0.14
191.2661097049713,0.001,24,2.3461862,0.15
199.13178253173828,0.001,25,2.3315449,0.15
206.20347380638123,0.001,26,2.3636277,0.16
213.35539317131042,0.001,27,2.3515656,0.17
220.51512503623962,0.001,28,2.3317332,0.17
242.8325231075287,0.001,29,2.3192286,0.15
249.95342659950256,0.001,30,2.3121789,0.15
257.0764636993408,0.001,31,2.3326554,0.15
264.12370562553406,0.001,32,2.3195884,0.18
271.2491662502289,0.001,33,2.3213382,0.18
278.3198096752167,0.001,34,2.2775805,0.15
285.510546207428,0.001,35,2.325917,0.18
292.61806654930115,0.001,36,2.2949982,0.22
299.98472452163696,0.001,37,2.2912543,0.25
307.0333068370819,0.001,38,2.2941618,0.19
314.197425365448,0.001,39,2.309978,0.18
321.2890374660492,0.001,40,2.2993853,0.18
328.4272532463074,0.001,41,2.2648544,0.2
335.5471034049988,0.001,42,2.279573,0.16
342.64972591400146,0.001,43,2.2939088,0.21
349.74929022789,0.001,44,2.254819,0.15
356.7983911037445,0.001,45,2.2714925,0.18
363.79521775245667,0.001,46,2.2664182,0.17
370.8471908569336,0.001,47,2.2530754,0.19
377.98863101005554,0.001,48,2.2695682,0.22
385.221066236496,0.001,49,2.2771823,0.21
392.43411803245544,0.001,50,2.248176,0.18
399.6155915260315,0.001,51,2.2940695,0.23
406.7203063964844,0.001,52,2.2809925,0.28
413.9224669933319,0.001,53,2.274053,0.19
421.0579631328583,0.001,54,2.263853,0.22
428.19565749168396,0.001,55,2.2716475,0.21
435.30483388900757,0.001,56,2.2595265,0.23
462.6241264343262,0.001,57,2.2500775,0.23
469.75660014152527,0.001,58,2.2654061,0.22
476.9477035999298,0.001,59,2.24707,0.22
484.0374131202698,0.001,60,2.2689888,0.18
491.18826031684875,0.001,61,2.2568195,0.17
498.39450335502625,0.001,62,2.2593856,0.17
505.67528223991394,0.001,63,2.2853103,0.21
512.746059179306,0.001,64,2.2964776,0.21
519.920975446701,0.001,65,2.245385,0.16
526.9078829288483,0.001,66,2.2764096,0.2
534.1731836795807,0.001,67,2.3073142,0.1
541.2873592376709,0.001,68,2.273883,0.23
548.3849577903748,0.001,69,2.2371957,0.19
555.5553448200226,0.001,70,2.2835374,0.16
562.6893427371979,0.001,71,2.2943106,0.1
569.7504529953003,0.001,72,2.3189828,0.12
576.8835744857788,0.001,73,2.2618258,0.21
584.2086815834045,0.001,74,2.2276747,0.24
591.2294988632202,0.001,75,2.2340434,0.16
598.3065333366394,0.001,76,2.242911,0.14
605.3337879180908,0.001,77,2.334616,0.07
612.4518873691559,0.001,78,2.312971,0.12
619.6004631519318,0.001,79,2.292371,0.09
626.7318654060364,0.001,80,2.2554698,0.16
633.9429888725281,0.001,81,2.217206,0.11
641.1418087482452,0.001,82,2.2526631,0.1
648.2695922851562,0.001,83,2.3014364,0.08
655.3202583789825,0.001,84,2.3934245,0.09
673.7994613647461,0.001,85,2.3176022,0.2
681.0977036952972,0.001,86,2.269616,0.18
688.1698112487793,0.001,87,2.2358112,0.18
695.302102804184,0.001,88,2.220987,0.16
702.4869265556335,0.001,89,2.294325,0.12
709.6765332221985,0.001,90,2.317192,0.17
716.7921051979065,0.001,91,2.2806742,0.14
723.9827516078949,0.001,92,2.2391841,0.2
731.1095383167267,0.001,93,2.2174473,0.25
738.2776987552643,0.001,94,2.2184074,0.18
745.4533808231354,0.001,95,2.2676175,0.14
752.646256685257,0.001,96,2.6062381,0.16
759.7212665081024,0.001,97,2.2531266,0.14
766.8507297039032,0.001,98,2.235494,0.14
773.9440152645111,0.001,99,2.2075057,0.18
781.4659147262573,0.001,100,2.2658775,0.14
788.6170632839203,0.001,101,2.269509,0.19
795.7890019416809,0.001,102,2.2678697,0.15
802.9072706699371,0.001,103,2.2785223,0.16
810.1143040657043,0.001,104,2.278311,0.23
817.1723532676697,0.001,105,2.2244847,0.17
824.3189945220947,0.001,106,2.426251,0.08
831.468478679657,0.001,107,2.4150918,0.15
838.578314781189,0.001,108,2.2929258,0.19
845.6759979724884,0.001,109,2.2914317,0.2
852.7779326438904,0.001,110,2.2895856,0.13
859.9124853610992,0.001,111,2.2912614,0.11
866.9185466766357,0.001,112,2.297932,0.08
892.287618637085,0.001,113,2.2838602,0.22
899.4356696605682,0.001,114,2.2757916,0.16
906.5737729072571,0.001,115,2.2720835,0.18
913.751405954361,0.001,116,2.22893,0.16
921.268471956253,0.001,117,2.2549582,0.17
928.6028985977173,0.001,118,2.5436182,0.16
935.8711462020874,0.001,119,2.3679001,0.1
942.8575348854065,0.001,120,2.3000164,0.16
949.9228622913361,0.001,121,2.2885616,0.15
957.0602262020111,0.001,122,2.2896292,0.18
964.1988470554352,0.001,123,2.245878,0.24
971.3832604885101,0.001,124,2.221691,0.16
978.4632630348206,0.001,125,2.2347383,0.16
985.7141590118408,0.001,126,2.2608442,0.14
992.9197323322296,0.001,127,2.6669388,0.16
1000.079452753067,0.001,128,2.2636604,0.21
1007.2571909427643,0.001,129,2.220054,0.22
1014.2841956615448,0.001,130,2.2238712,0.21
1021.4413788318634,0.001,131,2.238911,0.15
1028.6607117652893,0.001,132,2.303708,0.19
1035.9029049873352,0.001,133,2.281386,0.12
1043.1051850318909,0.001,134,2.286061,0.09
1050.261379480362,0.001,135,2.3253508,0.14
1057.3233542442322,0.001,136,2.297288,0.16
1064.4143314361572,0.001,137,2.2332687,0.25
1071.505122423172,0.001,138,2.187547,0.2
1078.5401995182037,0.001,139,2.3286045,0.14
1085.6090025901794,0.001,140,2.3284264,0.12
1093.0640637874603,0.001,141,2.2811623,0.12
1100.2268385887146,0.001,142,2.302697,0.09
1107.6023437976837,0.001,143,2.2961497,0.08
1114.6172604560852,0.001,144,2.2732046,0.17
1122.0313394069672,0.001,145,2.229662,0.11
1129.13831615448,0.001,146,2.2887712,0.21
1136.3918597698212,0.001,147,2.2131236,0.18
1143.359399318695,0.001,148,2.2235055,0.09
1150.539788722992,0.001,149,2.5680618,0.13
1157.7744843959808,0.001,150,2.4414604,0.17
1165.0623264312744,0.001,151,2.2860355,0.17
1172.1803398132324,0.001,152,2.2825332,0.21
1179.3678166866302,0.001,153,2.2487323,0.08
1186.5236563682556,0.001,154,2.4086235,0.13
1193.6550741195679,0.001,155,2.2941458,0.21
1200.7978088855743,0.001,156,2.2695749,0.21
1207.9903991222382,0.001,157,2.2490828,0.22
1215.2171621322632,0.001,158,2.1864483,0.16
1222.3233757019043,0.001,159,2.266428,0.24
1229.5157177448273,0.001,160,2.191604,0.17
1236.5805099010468,0.001,161,2.4889164,0.14
1243.6694869995117,0.001,162,2.3823078,0.13
1250.7834815979004,0.001,163,2.2985628,0.12
1257.9805269241333,0.001,164,2.297195,0.09
1265.208791255951,0.001,165,2.2870882,0.13
1272.4335255622864,0.001,166,2.2605772,0.11
1279.6309340000153,0.001,167,2.392078,0.14
1287.2909965515137,0.001,168,2.2962449,0.13
1294.9123899936676,0.001,169,2.273021,0.12
1302.0545070171356,0.001,170,2.2537458,0.2
1317.7043430805206,0.001,171,2.2296371,0.18
1324.7941703796387,0.001,172,2.160342,0.11
1331.9749686717987,0.001,173,2.3837392,0.14
1340.0468549728394,0.001,174,2.7775147,0.22
1347.1970806121826,0.001,175,2.2701735,0.21
1354.4123899936676,0.001,176,2.2158327,0.21
1361.5511631965637,0.001,177,2.1769073,0.22
1368.597716808319,0.001,178,2.127407,0.19
1375.7702639102936,0.001,179,2.153247,0.17
1383.002835035324,0.001,180,2.1464605,0.26
1390.172666311264,0.001,181,2.0511286,0.07
1397.3222031593323,0.001,182,2.2373893,0.21
1404.3100962638855,0.001,183,2.2660365,0.15
1411.4926035404205,0.001,184,2.2463198,0.26
1418.7054705619812,0.001,185,2.1487224,0.24
1425.8243522644043,0.001,186,2.006154,0.2
1432.86679148674,0.001,187,2.1703992,0.15
1439.9301187992096,0.001,188,2.6861923,0.14
1446.9939382076263,0.001,189,2.2935982,0.18
1454.1085431575775,0.001,190,2.2324674,0.19
1461.1840755939484,0.001,191,2.1853764,0.18
1468.3910789489746,0.001,192,2.104611,0.23
1475.5455975532532,0.001,193,2.0947459,0.16
1482.6929976940155,0.001,194,2.2482567,0.14
1489.807814836502,0.001,195,2.567664,0.23
1496.9179651737213,0.001,196,2.1773167,0.19
1504.5069468021393,0.001,197,2.0960476,0.17
1511.6495168209076,0.001,198,2.026182,0.21
1518.775898218155,0.001,199,2.094666,0.16
1525.9441595077515,0.001,200,2.005904,0.22
1533.0742931365967,0.001,201,1.9830447,0.19
1540.222663640976,0.001,202,2.0268495,0.14
1547.2490532398224,0.001,203,2.4126053,0.18
1554.3867855072021,0.001,204,2.1700268,0.21
1561.4318425655365,0.001,205,2.0358286,0.21
1568.530556678772,0.001,206,1.9672809,0.24
1575.5701248645782,0.001,207,1.9881822,0.21
1582.726152896881,0.001,208,1.9654976,0.28
1589.7559008598328,0.001,209,2.027045,0.24
1596.9302978515625,0.001,210,2.010703,0.2
1604.1463196277618,0.001,211,2.0231018,0.21
1611.2823603153229,0.001,212,2.161842,0.17
1618.2687311172485,0.001,213,2.2645864,0.19
1625.425725698471,0.001,214,2.1555676,0.21
1632.4086561203003,0.001,215,2.0343606,0.24
1639.6715304851532,0.001,216,1.9626828,0.26
1646.7958221435547,0.001,217,1.9579631,0.23
1653.9352462291718,0.001,218,1.8419429,0.22
1661.0231935977936,0.001,219,1.9019645,0.22
1668.1298053264618,0.001,220,2.1263013,0.23
1675.3781056404114,0.001,221,2.159537,0.17
1682.5212171077728,0.001,222,2.0223513,0.18
1689.6533527374268,0.001,223,1.8982832,0.24
1696.8725864887238,0.001,224,2.0626237,0.22
1704.4940478801727,0.001,225,1.9825937,0.27
1711.6524457931519,0.001,226,1.8738995,0.19
1722.5948860645294,0.001,227,1.8785847,0.29
1729.7534577846527,0.001,228,2.0511081,0.19
1736.8338301181793,0.001,229,2.0098383,0.16
1743.9549190998077,0.001,230,2.0781405,0.26
1751.1013977527618,0.001,231,1.9796196,0.2
1758.273591041565,0.001,232,1.8662348,0.29
1765.4819333553314,0.001,233,1.8440027,0.23
1772.6716041564941,0.001,234,1.8103598,0.37
1779.8517785072327,0.001,235,1.733789,0.28
1786.992056131363,0.001,236,1.7763356,0.3
1794.0597791671753,0.001,237,1.9571764,0.26
1801.2136161327362,0.001,238,1.8920134,0.24
1808.1603617668152,0.001,239,1.8986965,0.27
1815.364930152893,0.001,240,2.1180663,0.27
1822.4829187393188,0.001,241,1.9939412,0.25
1829.670518398285,0.001,242,1.9586983,0.23
1836.8816587924957,0.001,243,1.8947124,0.38
1844.0670037269592,0.001,244,1.9174119,0.28
1851.1804769039154,0.001,245,1.7682644,0.34
1858.3341052532196,0.001,246,1.7712969,0.31
1865.339587688446,0.001,247,1.8127824,0.33
1872.2473847866058,0.001,248,1.8040779,0.29
1879.4706320762634,0.001,249,1.8091915,0.22
1886.6126780509949,0.001,250,1.9434204,0.21
1893.7929537296295,0.001,251,1.9256275,0.39
1900.8449249267578,0.001,252,1.7473664,0.3
1908.4476110935211,0.001,253,1.7466905,0.33
1915.5080029964447,0.001,254,1.8993226,0.31
1922.6543011665344,0.001,255,1.730345,0.35
1929.8768692016602,0.001,256,1.6129848,0.37
1937.3147294521332,0.001,257,1.5909075,0.32
1944.3667511940002,0.001,258,1.658976,0.35
1951.5327920913696,0.001,259,1.7322336,0.32
1958.681240081787,0.001,260,1.8756908,0.37
1965.8253724575043,0.001,261,1.7929254,0.24
1972.9999611377716,0.001,262,2.0023038,0.27
1980.0467398166656,0.001,263,2.0413625,0.19
1987.006202697754,0.001,264,2.395191,0.3
1994.1358785629272,0.001,265,1.9217186,0.32
2001.3301544189453,0.001,266,1.749084,0.38
2008.3612270355225,0.001,267,1.6268169,0.33
2015.3974709510803,0.001,268,1.6672914,0.42
2022.4062218666077,0.001,269,1.6596484,0.39
2029.4323275089264,0.001,270,1.6570054,0.34
2036.578322172165,0.001,271,1.7251352,0.31
2043.6977684497833,0.001,272,1.8860242,0.28
2050.8855798244476,0.001,273,1.7749774,0.34
2058.180565595627,0.001,274,1.6227275,0.39
2065.299548625946,0.001,275,1.6113077,0.37
2072.3376026153564,0.001,276,1.5896932,0.4
2079.4876787662506,0.001,277,1.6261339,0.35
2086.681715488434,0.001,278,1.5630963,0.4
2093.6609013080597,0.001,279,1.525135,0.36
2100.6685366630554,0.001,280,1.6928753,0.4
2108.328777074814,0.001,281,1.5203983,0.41
2115.554523706436,0.001,282,1.7574431,0.27
2122.7646355628967,0.001,283,1.8391945,0.29
2129.836583137512,0.001,284,1.7879416,0.41
2136.7960493564606,0.001,285,1.664528,0.3
2143.8239889144897,0.001,286,1.774265,0.34
2150.9600756168365,0.001,287,1.8023819,0.37
2158.113405227661,0.001,288,1.7748863,0.4
2165.2269365787506,0.001,289,1.5610245,0.44
2172.366449356079,0.001,290,1.5570108,0.36
2179.693032026291,0.001,291,1.5426799,0.35
2186.9112412929535,0.001,292,1.6121663,0.4
2194.084233045578,0.001,293,1.7612526,0.39
2201.183970451355,0.001,294,1.6991951,0.38
2208.388153553009,0.001,295,1.6150376,0.35
2215.4952445030212,0.001,296,1.533716,0.44
2222.657774925232,0.001,297,1.4449663,0.45
2229.8155856132507,0.001,298,1.5314571,0.42
2237.035684108734,0.001,299,1.4338946,0.44
2244.15628862381,0.001,300,1.5115596,0.36
2251.359548807144,0.001,301,1.4981898,0.4
2258.5284123420715,0.001,302,1.5176822,0.38
2265.682872533798,0.001,303,1.5463274,0.43
2272.8455531597137,0.001,304,1.4636445,0.32
2280.0251321792603,0.001,305,1.90217,0.39
2287.0408551692963,0.001,306,1.7128413,0.31
2294.1380863189697,0.001,307,1.8266046,0.26
2301.3043711185455,0.001,308,2.0065243,0.36
2309.0019478797913,0.001,309,1.671152,0.36
2316.1790482997894,0.001,310,1.6916817,0.34
2323.392064809799,0.001,311,1.5797682,0.4
2330.3973858356476,0.001,312,1.5106874,0.43
2337.4067430496216,0.001,313,1.4200394,0.43
2344.6120624542236,0.001,314,1.2809442,0.48
2351.590192556381,0.001,315,1.4121395,0.44
2358.7825746536255,0.001,316,1.4635537,0.45
2365.8602962493896,0.001,317,1.3781137,0.49
2372.9638619422913,0.001,318,1.3495334,0.49
2380.137255191803,0.001,319,1.3447905,0.55
2387.309226036072,0.001,320,1.4737111,0.36
2394.4052333831787,0.001,321,1.5373112,0.42
2401.48991894722,0.001,322,1.5938721,0.47
2408.620709180832,0.001,323,1.5950572,0.3
2415.8081300258636,0.001,324,1.5974125,0.32
2422.8756721019745,0.001,325,1.673537,0.42
2430.123964548111,0.001,326,1.5224849,0.39
2437.2384152412415,0.001,327,1.6664041,0.41
2444.3877568244934,0.001,328,1.5070066,0.49
2451.4666209220886,0.001,329,1.3829339,0.48
2458.6755108833313,0.001,330,1.3132213,0.5
2465.865565061569,0.001,331,1.3391331,0.39
2473.0380895137787,0.001,332,1.6594266,0.46
2480.108903646469,0.001,333,1.4122304,0.52
2487.250303030014,0.001,334,1.3576607,0.53
2494.4771180152893,0.001,335,1.2133547,0.41
2501.749005317688,0.001,336,1.3645988,0.54
2509.431699991226,0.001,337,1.3769004,0.45
2516.8663108348846,0.001,338,1.3313913,0.52
2523.9575741291046,0.001,339,1.419083,0.4
2531.0976781845093,0.001,340,1.5466254,0.53
2538.1826219558716,0.001,341,1.5691475,0.51
2545.306388616562,0.001,342,1.4344125,0.47
2552.462980031967,0.001,343,1.7200575,0.32
2559.6371505260468,0.001,344,1.6031688,0.47
2566.6221356391907,0.001,345,1.5989083,0.44
2573.7884159088135,0.001,346,1.5974133,0.35
2580.858050584793,0.001,347,1.7031267,0.5
2588.0266451835632,0.001,348,1.3855083,0.46
2595.252687931061,0.001,349,1.4054984,0.52
2602.3621962070465,0.001,350,1.268128,0.44
2609.535269021988,0.001,351,1.2486672,0.51
2616.937445163727,0.001,352,1.2444844,0.45
2624.1533675193787,0.001,353,1.2483776,0.56
2631.262733221054,0.001,354,1.2873336,0.5
2638.399552822113,0.001,355,1.1933271,0.56
2645.5650238990784,0.001,356,1.3238051,0.53
2652.669000148773,0.001,357,1.1880847,0.51
2660.055512189865,0.001,358,1.2114835,0.5
2667.147198677063,0.001,359,1.2893298,0.38
2674.369828224182,0.001,360,1.3791647,0.5
2681.4825847148895,0.001,361,1.4040303,0.43
2688.5131344795227,0.001,362,1.3051351,0.45
2695.5462007522583,0.001,363,1.4321073,0.35
2702.681867837906,0.001,364,1.5834733,0.48
2710.3104362487793,0.001,365,1.4289287,0.49
2717.4401280879974,0.001,366,1.189756,0.59
2724.4817292690277,0.001,367,1.2668304,0.48
2731.533239364624,0.001,368,1.2551848,0.48
2738.583715438843,0.001,369,1.3768977,0.47
2745.8033158779144,0.001,370,1.331424,0.49
2752.9636282920837,0.001,371,1.3689512,0.53
2760.0077979564667,0.001,372,1.1898686,0.55
2767.048339366913,0.001,373,1.2288414,0.53
2774.0814921855927,0.001,374,1.2478294,0.47
2781.267876148224,0.001,375,1.3049973,0.46
2788.443259239197,0.001,376,1.2731545,0.63
2795.5173814296722,0.001,377,1.1538507,0.56
2802.5834600925446,0.001,378,1.0200398,0.6
2809.7047271728516,0.001,379,1.1223435,0.56
2816.7958199977875,0.001,380,1.1864686,0.54
2823.9426534175873,0.001,381,1.1931659,0.54
2831.191311120987,0.001,382,1.2311629,0.49
2838.9576845169067,0.001,383,1.1728517,0.48
2846.0825955867767,0.001,384,1.3902401,0.49
2853.1855976581573,0.001,385,1.5274972,0.45
2860.346198320389,0.001,386,1.3149002,0.5
2867.4914648532867,0.001,387,1.2428536,0.51
2874.5438153743744,0.001,388,1.2225405,0.52
2881.8679704666138,0.001,389,1.2621657,0.6
2889.025355577469,0.001,390,1.071955,0.62
2896.231540441513,0.001,391,1.0543343,0.53
2903.3108627796173,0.001,392,1.0544537,0.54
2910.761732339859,0.001,393,1.2073277,0.51
2917.8107619285583,0.001,394,1.369029,0.57
2924.997946500778,0.001,395,1.1200954,0.58
2932.0447261333466,0.001,396,1.1033146,0.44
2939.128886938095,0.001,397,1.7929418,0.31
2946.3377261161804,0.001,398,1.8167143,0.44
2953.371867418289,0.001,399,1.5136254,0.52
2960.436331987381,0.001,400,1.3428694,0.58
2967.674882411957,0.001,401,1.2022842,0.62
2974.739489555359,0.001,402,0.99892426,0.57
2981.9294488430023,0.001,403,1.0487183,0.6
2989.062023162842,0.001,404,1.0023992,0.61
2996.180862426758,0.001,405,1.1509786,0.61
3003.2706322669983,0.001,406,1.067049,0.46
3010.357983350754,0.001,407,1.1882327,0.53
3017.5757677555084,0.001,408,1.1885346,0.58
3024.686702489853,0.001,409,1.0342151,0.59
3031.6388025283813,0.001,410,1.0879741,0.54
3038.790405035019,0.001,411,1.1066589,0.56
3046.005469560623,0.001,412,1.0615501,0.58
3053.1571362018585,0.001,413,1.076183,0.53
3060.2858939170837,0.001,414,1.215721,0.58
3067.420285463333,0.001,415,1.1631981,0.55
3074.576648712158,0.001,416,1.3088105,0.58
3081.7716839313507,0.001,417,1.3026992,0.53
3088.9677350521088,0.001,418,1.0120714,0.63
3096.196783065796,0.001,419,0.9775606,0.55
3103.360250234604,0.001,420,0.9733049,0.56
3110.967479467392,0.001,421,1.3550355,0.5
3118.0994403362274,0.001,422,1.1114125,0.57
3125.248730659485,0.001,423,1.0361558,0.58
3132.4419479370117,0.001,424,1.0439115,0.56
3139.618597507477,0.001,425,1.2254704,0.54
3146.7860136032104,0.001,426,1.1385554,0.5
3153.9113183021545,0.001,427,1.1584523,0.62
3160.9526031017303,0.001,428,1.0870452,0.61
3167.9146530628204,0.001,429,0.9087407,0.61
3175.03111076355,0.001,430,0.9649058,0.54
3182.16956782341,0.001,431,1.1002927,0.58
3189.291179418564,0.001,432,1.1530769,0.61
3196.531655073166,0.001,433,1.1842964,0.57
3203.665929555893,0.001,434,1.0711066,0.67
3210.775706768036,0.001,435,1.001873,0.65
3217.974141597748,0.001,436,0.95011145,0.69
3225.137036085129,0.001,437,1.0206277,0.66
3232.2445545196533,0.001,438,1.0554723,0.65
3239.4667913913727,0.001,439,1.1200266,0.5
3246.5450069904327,0.001,440,1.2488456,0.61
3253.6426413059235,0.001,441,1.3272587,0.61
3260.6654810905457,0.001,442,1.0072857,0.66
3267.8387298583984,0.001,443,0.9585067,0.67
3274.961083173752,0.001,444,0.9718092,0.65
3282.130372285843,0.001,445,1.0666884,0.63
3289.261828184128,0.001,446,1.1061592,0.56
3296.4082415103912,0.001,447,0.9022492,0.61
3303.466908454895,0.001,448,1.2756743,0.56
3311.0500161647797,0.001,449,0.9901356,0.57
3318.172048330307,0.001,450,1.0173663,0.59
3325.417427301407,0.001,451,0.9542664,0.54
3332.631941795349,0.001,452,1.1492692,0.65
3339.8364474773407,0.001,453,1.0300648,0.62
3346.99968624115,0.001,454,1.0983293,0.64
3354.1326816082,0.001,455,0.98133284,0.62
3361.1719098091125,0.001,456,0.98162395,0.68
3368.244032382965,0.001,457,0.985595,0.49
3375.441285133362,0.001,458,1.2818465,0.54
3382.539213180542,0.001,459,1.230401,0.53
3389.7634031772614,0.001,460,1.1074897,0.6
3396.796374797821,0.001,461,1.0519153,0.58
3403.9628574848175,0.001,462,1.0394292,0.61
3411.083088874817,0.001,463,0.999418,0.64
3418.262934923172,0.001,464,0.8633797,0.62
3425.333104610443,0.001,465,0.8103564,0.53
3432.323614835739,0.001,466,1.2852823,0.52
3439.40997838974,0.001,467,1.1320382,0.6
3446.5401573181152,0.001,468,1.0165652,0.66
3453.64635515213,0.001,469,1.1098161,0.54
3460.661292076111,0.001,470,1.0971731,0.65
3467.89732336998,0.001,471,0.97958535,0.59
3475.0518610477448,0.001,472,1.1407726,0.67
3482.1301715373993,0.001,473,1.0454413,0.6
3489.2729320526123,0.001,474,0.79256815,0.71
3496.4788694381714,0.001,475,0.7788552,0.65
3504.203615665436,0.001,476,0.7081684,0.66
3511.726817846298,0.001,477,0.7885856,0.56
3518.9259593486786,0.001,478,1.0083165,0.6
3526.0001401901245,0.001,479,0.95356554,0.64
3533.085076570511,0.001,480,0.89877087,0.56
3540.174001932144,0.001,481,0.9548147,0.57
